local_authority,meeting_date,item_context,motion_snippet,proposer,seconder,outcome,topics,tally_for,tally_against,tally_abstain,rollcall,source_url,source_status
Donegal,,Transportation Strategic Policy Committee.,"On the proposal of Cllr Scanlon, seconded by Cllr Kennedy it was resolved to appoint Cllr Pauric Mc Garvey as the Chair of the Economic Development Strategic Policy Committee. On the proposal of Cllr Scanlon, seconded by Cllr Kennedy it was resolved to a",Scanlon,Kennedy it was,,,,,,False,https://www.donegalcoco.ie/media/a02jtwwg/minutes-september-meeting-30924.pdf,text
Donegal,,RNLI with his home club of Naomh Mhuire close to his heart.,"On the proposal of Cllr M Farren, seconded by Cllr Mac Giolla Easbuig it was resolved to adjourn the meeting for 39 minutes as a mark of respect and an acknowledgement of his 39 years of public service. C/374/24 SUSPENSION OF STANDING ORDERS It was u",M Farren,Mac Giolla Easbuig it,,,,,,False,https://www.donegalcoco.ie/media/jxifqasj/minutes-november-meeting-251124.pdf,text
Donegal,,PUBLIC INQUIRY INTO THE EXPLOSION IN CREESLOUGH,"On the proposal of Cllr McBrearty, seconded by Cllr Devine it was resolved to adopt the following motion:- ""Requesting that the new incoming Government establish within its first 100 days an Independent Statutory Judicial Public Inquiry with an open t",McBrearty,Devine it was,,,,,,False,https://www.donegalcoco.ie/media/jxifqasj/minutes-november-meeting-251124.pdf,text
Donegal,,OCCUPIED TERRITORIES BILL,"On the proposal of Cllr J Brogan, seconded by Cllr Meehan it was resolved to adopt the following motion:- ""That Donegal County Council, in light of the recent ruling by the International Court of Justice on the illegality of Israeli settlements in Oc",J Brogan,Meehan it was,,,,,,False,https://www.donegalcoco.ie/media/jxifqasj/minutes-november-meeting-251124.pdf,text
Donegal,,Cllr Devine said that the Council should not send representatives to,"On the proposal of Cllr Mc Monagle, seconded by Cllr Murray it was resolved that the motion as adopted be conveyed to the Bani Zaid Municipality in the West Bank which is twinned with Donegal. Senator Black addressed the meeting and thanked members for t",Mc Monagle,Murray it was,,,,,,False,https://www.donegalcoco.ie/media/jxifqasj/minutes-november-meeting-251124.pdf,text
Donegal,,"DONEGAL COUNTY COUNCIL HELD ON THE 16TH SEPTEMBER, 2024","On the proposal of Cllr McBride, seconded by Cllr A Doherty, the minutes of the Special Meeting of Donegal County Council held on the 16th of September, 2024 were adopted. C/378/24 CONFIRMATION OF THE MINUTES OF THE SEPTEMBER MEETING OF DONEGAL COUNTY",McBride,A Doherty,,,,,,False,https://www.donegalcoco.ie/media/jxifqasj/minutes-november-meeting-251124.pdf,text
Donegal,,"OF DONEGAL COUNTY COUNCIL HELD ON THE 30TH SEPTEMBER,","On the proposal of Cllr Scanlon, seconded by Cllr Meehan, the minutes of the September Meeting of Donegal County Council held on the 30th September, 2024 were adopted. C/379/24 CONFIRMATION OF THE MINUTES OF THE ADJOURNED MEETING OF DONEGAL COUNTY COUN",Scanlon,Meehan,,,,,,False,https://www.donegalcoco.ie/media/jxifqasj/minutes-november-meeting-251124.pdf,text
Donegal,,"OF DONEGAL COUNTY COUNCIL HELD ON THE 7th OCTOBER, 2024.","On the proposal of Cllr A Farren, seconded by Cllr Coyle, the minutes of the Adjourned Meeting of Donegal County Council held on the 7th October, 2024 were adopted. C/380/24 CONFIRMATION OF THE MINUTES OF THE SPECIAL MEETING OF DONEGAL COUNTY COUNCIL",A Farren,Coyle,,,,,,False,https://www.donegalcoco.ie/media/jxifqasj/minutes-november-meeting-251124.pdf,text
Donegal,,"DONEGAL COUNTY COUNCIL HELD ON THE 7TH OCTOBER, 2024","On the proposal of Cllr Meehan, seconded by Cllr McMonagle, the minutes of the Special Meeting of Donegal County Council held on the 7th October, 2024 were adopted. C/381/24 DISPOSAL OF LAND AT CRATLAGH, MILFORD BY WAY OF EXCHANGE TO MICHAEL MCGEE ",Meehan,McMonagle,,,,,,False,https://www.donegalcoco.ie/media/jxifqasj/minutes-november-meeting-251124.pdf,text
Donegal,,Members considered the report circulated with the agenda in relation to,"On the proposal of Cllr Meehan, seconded by Cllr Scanlon, it was resolved to disposal of land at Cratlagh, Milford by way of exchange to Michael McGee in accordance with the provisions of Section 211 of the Planning & Development Act, 2000 (as amended) and ",Meehan,Scanlon,,,,,,False,https://www.donegalcoco.ie/media/jxifqasj/minutes-november-meeting-251124.pdf,text
Donegal,,Members considered the report circulated with the agenda in relation to,"On the proposal of Cllr McMonagle, seconded by Cllr Coyle, it was resolved to disposal of land at the rear of 1A Binnion Ave, Letterkenny to Mr Hugh Logue in accordance with the provisions of Section 211 of the Planning & Development Act, 2000 (as amended) ",McMonagle,Coyle,,,,,,False,https://www.donegalcoco.ie/media/jxifqasj/minutes-november-meeting-251124.pdf,text
Donegal,,Members considered the report circulated with the agenda in relation to,"On the proposal of Cllr A Doherty, seconded by Cllr Crossan, it was resolved to disposal of land at Leenan Pier to Atlantic Crab Ltd in accordance with the provisions of Section 211 of the Planning & Development Act, 2000 (as amended) and under Section 183 ",A Doherty,Crossan,,,,,,False,https://www.donegalcoco.ie/media/jxifqasj/minutes-november-meeting-251124.pdf,text
Donegal,,Members considered the report circulated with the agenda in relation to,"On the proposal of Cllr Devine, seconded by Cllr Brogan, the carrying out of works with regard to the demolition and rebuilding of Nas Mor Apartment Block C, Carnamuggagh, Letterkenny was approved, in accordance with Part XI of the Planning & Development Ac",Devine,Brogan,,,,,,False,https://www.donegalcoco.ie/media/jxifqasj/minutes-november-meeting-251124.pdf,text
Donegal,,Members considered the report circulated with the agenda in relation to,"On the proposal of Cllr G Doherty, seconded by Cllr Devine, the carrying 17 out of works with regard to the construction of a single storey rural SI dwelling including wastewater treatment and all associated site development works at Trentaghmuckla, St.",G Doherty,Devine,,water_sewer,,,,False,https://www.donegalcoco.ie/media/jxifqasj/minutes-november-meeting-251124.pdf,text
Donegal,,Members considered the report circulated with the agenda in relation to,"On the proposal of Cllr A Doherty, seconded by Cllr Crossan, the carrying out of works with regard to the construction of a single storey rural SI dwelling including wastewater treatment and all associated site development works at Dunaff, Clonmany was appr",A Doherty,Crossan,,water_sewer,,,,False,https://www.donegalcoco.ie/media/jxifqasj/minutes-november-meeting-251124.pdf,text
Donegal,,Members considered the report circulated with the agenda in relation to,"On the proposal of Cllr C Brogan, seconded by Cllr McMonagle, the carrying out of works with regard to the construction of a single storey rural SI dwelling including wastewater treatment and all associated site development works at Knockbrack, Letterkenny ",C Brogan,McMonagle,,water_sewer,,,,False,https://www.donegalcoco.ie/media/jxifqasj/minutes-november-meeting-251124.pdf,text
Donegal,,Members considered the report circulated with the agenda in relation ot,"On the proposal of Cllr McMonagle, seconded by Cllr Crossan it was resolved that Cllr DakotaNic Mheanman fill the casual vacancy on ICBAN. C/392/24 ELECTION OF MEMBERS TO THE DONEGAL TOURISM ASSOCIATE MEMBERS COMMITTEE Members considered the report ",McMonagle,Crossan it was,,economic_tourism,,,,False,https://www.donegalcoco.ie/media/jxifqasj/minutes-november-meeting-251124.pdf,text
Donegal,,Members considered the report circulated with the agenda in relation to,"On the proposal of Cllr McMonagle, seconded by Cllr Brogan it was resolved to appoint the following to the Donegal Tourism Associate Members Committee: ▪ Cllr Michéal Naughton - Donegal Municipal District ▪ Cllr Brian Carr – Glenties Municipal District ",McMonagle,Brogan it was,,economic_tourism,,,,False,https://www.donegalcoco.ie/media/jxifqasj/minutes-november-meeting-251124.pdf,text
Donegal,,"CHAMBER, LIFFORD","On the proposal of Cllr Devine, seconded by Cllr Scanlon it was resolved to hold a Special Budget Workshop on Monday 2nd December, 2024 at 11am in the Council Chamber Lifford. C/395/24 GLENVEAGH NATIONAL PARK – PUBLIC CONSULTATION ON NEW VISITOR PLAN –",Devine,Scanlon,,,,,,False,https://www.donegalcoco.ie/media/jxifqasj/minutes-november-meeting-251124.pdf,text
Donegal,,"9TH DECEMBER, 2024.","On the proposal of Cllr McBride, seconded by Cllr C Brogan it was resolved to hold a workshop on the new Visitor Plan for Glenveagh National Park on Monday 9th December, 2024. C/396/24 DEVELOPMENT CONTRIBUTION SCHEME REVIEW. TO AGREE DATE FOR PLENARY ",McBride,C Brogan it was,,,,,,False,https://www.donegalcoco.ie/media/jxifqasj/minutes-november-meeting-251124.pdf,text
Donegal,,"HELD ON THE 23RD SEPTEMBER, 2024","On the proposal of Cllr J Brogan, seconded by Cllr Blaney the Minutes of the Corporate Policy Group Meeting held on the 23rd September, 2024 was noted. C/399/24 TO NOTE MINUTES OF THE SPECIAL CORPORATE POLICY GROUP MEETING HELD ON THE 4TH OCTOBER, 2024",J Brogan,Blaney,,,,,,False,https://www.donegalcoco.ie/media/jxifqasj/minutes-november-meeting-251124.pdf,text
Donegal,,"MEETING HELD ON THE 4TH OCTOBER, 2024","On the proposal of Cllr Blaney seconded by Cllr McMonagle the Minutes of the Special Corporate Policy Group Meeting held on the 4th October, 2024 were noted. Cllr Meehan queried that status of his request on the streaming of DCB Committee meetings. ",Blaney,McMonagle,,,,,,False,https://www.donegalcoco.ie/media/jxifqasj/minutes-november-meeting-251124.pdf,text
Donegal,,(as amended).,"On the proposal of Cllr Blaney, seconded by Cllr Farren the attendance of the • Leas-Cathaoirleach at the Long Service Awards for Fire Service Personnel in the Knightsbrook Hotel, Dublin Road, Trim, Co. Meath on the 14th November, 2024 was approved. • ",Blaney,Farren,,roads_traffic,,,,False,https://www.donegalcoco.ie/media/jxifqasj/minutes-november-meeting-251124.pdf,text
Donegal,,RESTORATION OF TOWN COUNCILS,"On the proposal of Cllr Bradley, seconded by Cllr C Brogan it was resolved to adopt the following motion:- ""That this Council write to the leaders of every political party and independent grouping running candidates in the forthcoming General Election",Bradley,C Brogan it was,,,,,,False,https://www.donegalcoco.ie/media/jxifqasj/minutes-november-meeting-251124.pdf,text
Donegal,,UNITS FOR SIGNS OF MOULD AND DAMP,"On the proposal of Cllr Beard, seconded by Cllr McGee it was resolved to adopt the following motion:- It has been scientifically proven that mould and damp can cause asthma, coughing and other respiratory problems. In some cases, particularly for inf",Beard,McGee,,,,,,False,https://www.donegalcoco.ie/media/jxifqasj/minutes-november-meeting-251124.pdf,text
Donegal,,C/403/24      TURNKEY ACQUISITIONS,"On the proposal of Cllr A Doherty, seconded by Cllr McMonagle it was resolved to adopt the following motion:- Turnkey Acquisitions, ""That DCC share an analysis of the application, performance and housing number projected and delivered in the 2018 Turnk",A Doherty,McMonagle it was,,housing,,,,False,https://www.donegalcoco.ie/media/jxifqasj/minutes-november-meeting-251124.pdf,text
Donegal,,CITIZENS IN DONEGAL,"On the proposal of Cllr Murray, seconded by Cllr Beard it was resolved to adopt the following motion:- ""That this Council reaffirms its commitment to providing top class leisure centre amenities for all citizens in Donegal, commits that all interac",Murray,Beard,,,,,,False,https://www.donegalcoco.ie/media/jxifqasj/minutes-november-meeting-251124.pdf,text
Donegal,,RAINWATER HARVESTING,"On the proposal of Cllr McBride, seconded by Cllr Meehan it was resolved to adopt the following Motion:- “That Donegal County Council write to the incoming Housing Minister asking for a grant to be considered for rainwater harvesting that would lo",McBride,Meehan,,housing,,,,False,https://www.donegalcoco.ie/media/jxifqasj/minutes-november-meeting-251124.pdf,text
Donegal,,UISCE ÉIREANN,"On the proposal of Cllr Meehan, seconded by Cllr Mc Bride it was resolved to adopt the following motion:- ""That this Council will write urgently to the Board of Directors of Uisce Éireann to outline the dissatisfaction of elected members with the lo",Meehan,Mc Bride it was,,water_sewer,,,,False,https://www.donegalcoco.ie/media/jxifqasj/minutes-november-meeting-251124.pdf,text
Donegal,,DEFECTIVE CONCRETE BLOCKS.,"On the proposal of Cllr Devine, seconded by Cllr A Farren it was resolved to adopt the following motion:- ""On behalf of senior citizens who have DCB homes that the Donegal County Council submit a letter to the Attorney General questioning the legal",Devine,A Farren,,,,,,False,https://www.donegalcoco.ie/media/jxifqasj/minutes-november-meeting-251124.pdf,text
Donegal,,DEFECTIVE BLOCKS ISSUE,"On the proposal of Cllr McGee, seconded by Cllr Beard it was resolved to adopt the following motion:- 30 There are a number of social homes that are in a state of disrepair, due to the defective blocks issue. ""I ask the Council to expedite a",McGee,Beard,,,,,,False,https://www.donegalcoco.ie/media/jxifqasj/minutes-november-meeting-251124.pdf,text
Donegal,,TOURISM AND AMENITIES IN LOCAL AREAS IN THE COUNTY,"On the proposal of Cllr Scanlon, seconded by Cllr Mc Clafferty it was resolved to adopt the following motion:- ""That this Council use existing signage infrastructure to promote tourism and amenities in local areas throughout the county"". He rece",Scanlon,Mc Clafferty it was,,economic_tourism,,,,False,https://www.donegalcoco.ie/media/jxifqasj/minutes-november-meeting-251124.pdf,text
Donegal,,ADJOURNMENT OF THE MEETING,"On the proposal of Cllr MacGiolla Easbuig, seconded by Cllr M Farren it was resolved to adjourn the meeting to later in the afternoon to facilitate the completion of the Special Plenary Housing Meeting. C/324/24 TO CONSIDER AND ENDORSE SUBMISSIONS TO THE",MacGiolla Easbuig,M Farren it,,housing,,,,False,https://www.donegalcoco.ie/media/huwntq50/minutes-adj-september-meeting-071024.pdf,text
Donegal,,"GROUP HELD ON THE 15TH JULY, 2024.","On the proposal of Cllr McBride, seconded by Cllr Meehan, members noted the minutes of the Corporate Policy Group held on the 15th July, 2024. C/327/24 ATTENDANCE AT CONFERENCE, SEMINAR OR EVENT On the proposal of Cllr McGowan, seconded by Cllr Brad",McBride,Meehan,,,,,,False,https://www.donegalcoco.ie/media/huwntq50/minutes-adj-september-meeting-071024.pdf,text
Donegal,,"ATTENDANCE AT CONFERENCE, SEMINAR OR EVENT","On the proposal of Cllr McGowan, seconded by Cllr Bradley the authorisation of representation at a seminar, meeting or event under Section 142 (5) of Local Government Act, 2001, S.I. No. 668 of 2006, Local Government (Expenses of Local Authority Members) Re",McGowan,Bradley the,,,,,,False,https://www.donegalcoco.ie/media/huwntq50/minutes-adj-september-meeting-071024.pdf,text
Donegal,,EXTENSION OF LOUGH MOURNE RESERVOIR,"On the proposal of Cllr McGowan, seconded by Cllr Kelly it was resolved to adopt the following motion:- ""That this Council write to Uisce Éireann, the Department of Housing, Local Government and Heritage and to Minister Darragh O’ Brien unanimously ca",McGowan,Kelly,,housing | water_sewer | irish_language_culture,,,,False,https://www.donegalcoco.ie/media/huwntq50/minutes-adj-september-meeting-071024.pdf,text
Donegal,,PROGRAMME,"On the proposal of Cllr A Doherty, seconded by Cllr Crossan it was resolved to adopt the following motion:- ""That this Council welcomes the roll out nationwide of the Healthy Age Friendly Homes Programme, particularly confirmation of the placing of co-",A Doherty,Crossan it was,,,,,,False,https://www.donegalcoco.ie/media/huwntq50/minutes-adj-september-meeting-071024.pdf,text
Donegal,,THROUGHOUT THE COUNTY,"On the proposal of Cllr T Crossan, seconded by Cllr A Doherty it was resolved to adopt the following motion:- ""In light of the fact that 14 people, to date, have died on our Donegal roads, I propose that permanent speed cameras are installed at specif",T Crossan,A Doherty it was,,,,,,False,https://www.donegalcoco.ie/media/huwntq50/minutes-adj-september-meeting-071024.pdf,text
Donegal,,RELATION TO ACCIDENTS ON A NUMBER OF REGIONAL ROADS,"On the proposal of Cllr M Farren, seconded by Cllr McDermott it was resolved to adopt the following motion:- “That Donegal County Council engage with the Department of Transport in relation to the Regional Roads in parts of Donegal where a number of ",M Farren,McDermott it was,,,,,,False,https://www.donegalcoco.ie/media/huwntq50/minutes-adj-september-meeting-071024.pdf,text
Donegal,,RAISED TABLES IN AREAS THAT ARE WITNESSING HIGH TRAFFIC,"On the proposal of Cllr Canning, seconded by Cllr C Brogan it was resolved to adopt the following motion:- ""Given the success of the raised tables in Newtowncunningham, I would ask that the road safety team and the roads engineers within this county ",Canning,C Brogan it was,,roads_traffic,,,,False,https://www.donegalcoco.ie/media/huwntq50/minutes-adj-september-meeting-071024.pdf,text
Donegal,,DURING SEVERE WEATHER EVENTS,"On the proposal of Cllr Beard, seconded by Cllr McGee it was resolved to adopt the following motion:- With the winter storm season fast approaching, it is imperative that those homeowners who feel unsafe living in properties affected by the presence ",Beard,McGee,,,,,,False,https://www.donegalcoco.ie/media/huwntq50/minutes-adj-september-meeting-071024.pdf,text
Donegal,,Cllr Bradley accepted the amendment and thus,"on the proposal of Cllr Bradley, seconded by Cllr Canning it was resolved to adopt the following motion: 13 ""That this Council will adopt a policy to provide housing in every new social housing development in the county for those with SEN, AEN and ",Bradley,Canning,,housing,,,,False,https://www.donegalcoco.ie/media/huwntq50/minutes-adj-september-meeting-071024.pdf,text
Donegal,,FLOODING IN AREAS OF HIGH RISK OF FLOODING,"On the proposal of Cllr A Farren, seconded by Cllr McGee it was resolved to adopt the following motion:- “I propose a motion that Donegal County Council agrees to purchase the homes of families who are impacted by both defective concrete blocks and fl",A Farren,McGee,,water_sewer,,,,False,https://www.donegalcoco.ie/media/huwntq50/minutes-adj-september-meeting-071024.pdf,text
Donegal,,REMEDIATION SCHEME,"On the proposal of Cllr McMonagle, seconded by Cllr A Doherty, it was resolved to adopt the following motion:- ""That this Council seek an immediate meeting with Minister for Housing, Local Government and Heritage Darragh O Brien TD to discuss the delay",McMonagle,A Doherty,,housing | irish_language_culture,,,,False,https://www.donegalcoco.ie/media/huwntq50/minutes-adj-september-meeting-071024.pdf,text
Donegal,,REVIEW OF THE HEDGE CUTTING POLICY,"On the proposal of Cllr McBride, seconded by Cllr MacGiolla Easbuig, it was resolved to adopt the following motion:- ""That the hedge cutting policy currently in place be reviewed as it is not working for farmers, bus operators or contractors at present",McBride,MacGiolla Easbuig,,,,,,False,https://www.donegalcoco.ie/media/huwntq50/minutes-adj-september-meeting-071024.pdf,text
Donegal,,DISORDER) PARKING BAYS THROUGHOUT DONEGAL,"On the proposal of Cllr D M Kelly, seconded by Cllr Bradley, it was resolved to adopt the following motion:- ""That this Council look into installing ASD (Autism Spectrum Disorder) parking bays throughout Donegal please as it has been brought to my att",D M Kelly,Bradley,,roads_traffic,,,,False,https://www.donegalcoco.ie/media/huwntq50/minutes-adj-september-meeting-071024.pdf,text
Donegal,,MEETINGS,"On the proposal of Cllr TS Devine, seconded by Cllr Beard, it was resolved to adopt the following motion:- ""Can the Council support my motion in that all presentations be forwarded by email before council meetings while I respect and appreciate the am",TS Devine,Beard,,,,,,False,https://www.donegalcoco.ie/media/huwntq50/minutes-adj-september-meeting-071024.pdf,text
Donegal,,AND RECREATION AMENITIES IN THIS NEW COUNCIL TERM,"On the proposal of Cllr Brogan, seconded by Cllr Kelly, it was resolved to adopt the following motion:- “I propose that Donegal County Council prioritises its core services, i.e. Housing, Roads and Recreation Amenities in this new council term"". ",Brogan,Kelly,,housing,,,,False,https://www.donegalcoco.ie/media/huwntq50/minutes-adj-september-meeting-071024.pdf,text
Donegal,,COMMITTEE BE PUBLICLY STREAMED,"On the proposal of Cllr Meehan, seconded by Cllr Beard, it was resolved to adopt the following motion:- ""That this Council will facilitate online public streaming of all meetings of the Defective Concrete Blocks Committee"". He received a respons",Meehan,Beard,,,,,,False,https://www.donegalcoco.ie/media/huwntq50/minutes-adj-september-meeting-071024.pdf,text
Donegal,,THE 26 COUNTIES,"On the proposal of Cllr MacGiolla Easbuig, seconded by Cllr Devine, it was resolved to adopt the following motion:- “Cáineann agus diúltaíonn an Chomhairle seo an úsáid roghnaitheach den nós imeachta eiseachadta i gcoinne áitritheoirí an chontae seo a",MacGiolla Easbuig,Devine,,,,,,False,https://www.donegalcoco.ie/media/huwntq50/minutes-adj-september-meeting-071024.pdf,text
Donegal,,PROVISION OF TEST RESULTS - TESTING OF QUARRIES IN,"On the proposal of Cllr McGee, seconded by Cllr A Farren, it was resolved to adopt the following motion:- “I propose the motion that Donegal County Council provide test results from the testing of quarries throughout the county that were done according",McGee,A Farren,,,,,,False,https://www.donegalcoco.ie/media/huwntq50/minutes-adj-september-meeting-071024.pdf,text
Donegal,,"Thus, it was resolved","on the proposal of Cllr Kennedy, seconded by Cllr Mc Monagle that the first Sunday in September be designated as Donegal Camino Sunday. The Chief Executive said that Donegal County Council would going forward contribute to the promotion of the event. ",Kennedy,Mc,,,,,,False,https://www.donegalcoco.ie/media/huwntq50/minutes-adj-september-meeting-071024.pdf,text
Donegal,,Members considered the report circulated with the agenda in relation to,"On the proposal of Cllr Mc Bride, seconded by Cllr Mc Monagle it was 11 to approve the attendance of members at the Annual Transport Infrastructure Ireland delegation meeting in Dublin on Friday 22nd November, 2024. This concluded the business of th",Mc Bride,Mc Monagle it was,,,,,,False,https://www.donegalcoco.ie/media/hgxotlxi/minutes-special-meeting-111124.pdf,text
Donegal,,The Leas Cathaoirleach welcomed members to the meeting. On the,"proposal of Cllr Mc Gowan, seconded by Cllr Crossan, it was resolved to adjourn the meeting for a fifteen minute recess as a mark of respect for the late Philomena Doherty, mother of Cllr Gary Doherty. Members extended sympathy to Cllr Doherty, his siste",Mc Gowan,Crossan,,,,,,False,https://www.donegalcoco.ie/media/cmpjuhcc/minutes-special-meeting-091224.pdf,text
Donegal,,Members considered the report circulated with the agenda in relation to,"On the proposal of Cllr Mc Dermott, seconded by Cllr Crossan, the carrying out of works with regard to the construction of a single storey rural SI dwelling including wastewater treatment and all associated site development works at Ballyliffin, Co Donegal ",Mc Dermott,Crossan,,water_sewer,,,,False,https://www.donegalcoco.ie/media/cmpjuhcc/minutes-special-meeting-091224.pdf,text
Donegal,,Lifford/Stranorlar Municipal District.,"On the proposal of Cllr C Brogan, seconded by Cllr McDermott, it was resolved to adjourn the meeting to 3.30p.m. to facilitate further discussion on the 2025 budgetary provisions. C/439/24 RESUMPTION OF THE MEETING A further adjournment was proposed",C Brogan,McDermott,,,,,,False,https://www.donegalcoco.ie/media/bkynenwe/minutes-adjourned-budget-meeting-091224.pdf,text
Donegal,,A further adjournment was,"proposed by Cllr McGowan, seconded by Cllr McGarvey to adjourn the meeting until 4.30p.m. C/440/24 CONSIDERTION OF 2025 BUDGET The meeting recommenced at 4.42pm with Cllr MacGiolla Easbuig contending that he also had not been invited to take part in a",McGowan,McGarvey,,,,,,False,https://www.donegalcoco.ie/media/bkynenwe/minutes-adjourned-budget-meeting-091224.pdf,text
Donegal,,The meeting recommenced at 4.42pm with Cllr MacGiolla Easbuig,"On the proposal of Cllr Blaney, seconded by Cllr McGowan it was resolved to adjourn the meeting until 3pm on Thursday 12th December, 2024 to facilitate further discussions on the 2025 budgetary provisions. Cathaoirleach:_______________________ Dat",Blaney,McGowan it was,,,,,,False,https://www.donegalcoco.ie/media/bkynenwe/minutes-adjourned-budget-meeting-091224.pdf,text
Donegal,,"Further adjustments amounting to €1,505,081 it was confirmed would also","On the proposal of Cllr Kennedy, seconded by Cllr C Brogan it was resolved to adopt the amended budgetary proposals incorporating expenditure adjustments of €1.88m for the 2025 financial year. Cllr Brogan thanked the Cathaoirleach, Executive and all his ",Kennedy,C Brogan it was,,,,,,False,https://www.donegalcoco.ie/media/0copuzmf/minutes-adjourned-budget-meeting-121224.pdf,text
Donegal,,"Mr Patsy Lafferty, Meetings Administrator read into the record the required","On the proposal of Cllr C Brogan, seconded by Cllr Mc Dermott it was resolved that, “That Donegal County Council make a scheme for the abatement of rates due to it by liable persons, or classes of liable persons, in respect of vacant properties in accord",C Brogan,Mc Dermott it was,,housing,,,,False,https://www.donegalcoco.ie/media/0copuzmf/minutes-adjourned-budget-meeting-121224.pdf,text
Donegal,,He proceeded to read into the record the resolution in respect of the,"On the proposal of Cllr Mc Monagle, seconded by Cllr M Farren it was resolved that, 7 “That Donegal County Council, in accordance with Section 66 of the Local Government Act 2001 (as amended), adopt for the financial year ended 31st December 2025 and E",Mc Monagle,M Farren it was,,,,,,False,https://www.donegalcoco.ie/media/0copuzmf/minutes-adjourned-budget-meeting-121224.pdf,text
Donegal,,Valuation.,"On the proposal of Cllr Mc Monagle, seconded by Cllr Crossan it was resolved that, “Donegal County Council, in accordance with Section 103 of the Local Government Act 2001 (as amended), adopt for the financial year ended 31st December 2025 the Budget set",Mc Monagle,Crossan it was,,,,,,False,https://www.donegalcoco.ie/media/0copuzmf/minutes-adjourned-budget-meeting-121224.pdf,text
Donegal,,Government Act 2001 (as amended) taking into consideration the level of,"On the proposal of Cllr Brogan, seconded by Cllr Mc Monagle, the Donegal County Council Three Year Capital Budget 2025-2027 was adopted in accordance with Section 135(3) of the Local Government Act 2001 (as amended). The Cathaoirleach thanked members for",Brogan,Mc Monagle,,,,,,False,https://www.donegalcoco.ie/media/0copuzmf/minutes-adjourned-budget-meeting-121224.pdf,text
Donegal,,"DONEGAL COUNTY COUNCIL HELD ON THE 11th NOVEMBER, 2024","On the proposal of Cllr Meehan, seconded by Cllr McGonagle, the minutes of the Special Meeting of Donegal County Council held on the 11th November, 2024 were adopted. C/7/25 CONFIRMATION OF THE MINUTES OF THE MEETING OF DONEGAL COUNTY COUNCIL HELD ON ",Meehan,McGonagle,,,,,,False,https://www.donegalcoco.ie/media/nxvpdsyk/minutes-january-meeting-270125-1.pdf,text
Donegal,,"COUNTY COUNCIL HELD ON THE 25th NOVEMBER, 2024","On the proposal of Cllr P McGowan, seconded by Cllr Meehan, the minutes of the Meeting of Donegal County Council held on the 25th of November, 2024 were adopted. C/8/25 CONFIRMATION OF THE MINUTES OF THE ANNUAL BUDGET MEETING OF DONEGAL COUNTY COUNCIL",P McGowan,Meehan,,,,,,False,https://www.donegalcoco.ie/media/nxvpdsyk/minutes-january-meeting-270125-1.pdf,text
Donegal,,"DECEMBER, 2024","On the proposal of Cllr McBride, seconded by Cllr Scanlon, the minutes of the Special Meeting of Donegal County Council held on the 4th December, 2024 were adopted. C/9/25 CONFIRMATION OF THE MINUTES OF THE SPECIAL MEETING OF DONEGAL COUNTY COUNCIL HE",McBride,Scanlon,,,,,,False,https://www.donegalcoco.ie/media/nxvpdsyk/minutes-january-meeting-270125-1.pdf,text
Donegal,,"DONEGAL COUNTY COUNCIL HELD ON THE 9th DECEMBER, 2024","On the proposal of Cllr O’Fearraigh, seconded by Cllr McDermott, the minutes of the Special Meeting of Donegal County Council held on the 9th December, 2024 were adopted. 14 C/10/25 CONFIRMATION OF THE MINUTES OF THE ADJOURNED BUDGET MEETING OF DO",O’Fearraigh,McDermott,,,,,,False,https://www.donegalcoco.ie/media/nxvpdsyk/minutes-january-meeting-270125-1.pdf,text
Donegal,,"DECEMBER, 2024","On the proposal of Cllr M Farren, seconded by Cllr Naughton, the minutes of the Adjourned Budget Meeting of Donegal County Council held on the 9th December, 2024 were adopted. C/11/25 CONFIRMATION OF THE MINUTES OF THE ADJOURNED BUDGET MEETING OF DON",M Farren,Naughton,,,,,,False,https://www.donegalcoco.ie/media/nxvpdsyk/minutes-january-meeting-270125-1.pdf,text
Donegal,,"DECEMBER, 2024","On the proposal of Cllr McMonagle, seconded by Cllr Kelly, the minutes of the Adjourned Budget Meeting of Donegal County Council held on the 12th December, 2024 were adopted. C/12/25 IMPACT OF STORM ÉOWYN Cllr Mc Dermott thanked the Chief Executive, the",McMonagle,Kelly,,,,,,False,https://www.donegalcoco.ie/media/nxvpdsyk/minutes-january-meeting-270125-1.pdf,text
Donegal,,Cllr Beard reiterated the sentiment expressed by Cllr Mc Dermott and said,"On the proposal of Cllr Mc Dermott, seconded by Cllr Blaney it was resolved that correspondence issue to the Mr James Browne, T.D. Minister for Housing, Local Government & Heritage requesting that he meet with the full Council or the Defective Concrete Bloc",Mc Dermott,Blaney it was,,housing | irish_language_culture,,,,False,https://www.donegalcoco.ie/media/nxvpdsyk/minutes-january-meeting-270125-1.pdf,text
Donegal,,Members considered the report circulated with the agenda in relation to,"On the proposal of Cllr Jordan, seconded by Cllr Naughton, it was resolved to disposal of property by way of lease at the Donegal Public Service Centre, Drumlonagher, Donegal Town to Uisce Eireann in accordance with the provisions of Section 211 of the Plan",Jordan,Naughton,,water_sewer,,,,False,https://www.donegalcoco.ie/media/nxvpdsyk/minutes-january-meeting-270125-1.pdf,text
